Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight,Detailed Specs
HP Pavilion 15-BC406TX,https://www.gadgets360.com/hp-pavilion-15-bc406tx-7989,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': 'Pavilion 15-BC406TX', 'Price in India': '₹89,000', 'Model Number': '15-BC406TX', 'Series': 'Pavilion', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Life (up to hours)': '3.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5', 'RAM': '8GB', 'Graphics Processor': 'Nvidia GeForce 940MX', 'Dedicated Graphic Memory Type': 'DDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Ethernet': '10/100 Base T', 'Web Camera': '0.3-megapixel', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No'}"
Asus ROG Zephyrus GX501GI-EI004T,https://www.gadgets360.com/asus-rog-zephyrus-gx501gi-ei004t-7988,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A,"{'Brand': 'Asus', 'Model': 'ROG Zephyrus GX501GI-EI004T', 'Price in India': '₹303,589', 'Model Number': 'Zephyrus GX501GI-EI004T', 'Series': 'ROG', 'Dimensions (mm)': '45.72 x 262.00 x 37.90', 'Weight (kg)': '2.26', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Processor': 'Intel Core i7 8th Gen 8750H', 'Base Clock Speed': '2.2 GHz', 'RAM': '24GB', 'Graphics Processor': 'Nvidia GeForce GTX 1070', 'Dedicated Graphic Memory Type': 'DDR4', 'Hard disk': '1TB', 'SSD': 'No', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'HDMI Port': 'Standard', 'Headphone and Mic Combo Jack': 'Yes'}"
HP 15-DC0107TX,https://www.gadgets360.com/hp-15-dc0107tx-7987,N/A,15.60-inch,3840x2160 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': '15-DC0107TX', 'Price in India': '₹126,990', 'Model Number': '15-DC0107TX', 'Dimensions (mm)': '360.00 x 263.00 x 26.00', 'Weight (kg)': '2.25', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '3840x2160 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 8th Gen 8750H', 'Base Clock Speed': '2.2 GHz', 'RAM': '16GB', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Nvidia GeForce GTX 1060', 'Dedicated Graphic Memory Type': 'DDR4', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Web Camera': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'Yes', 'Number of USB Ports': '1', 'Multi Card Slot': 'SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes'}"
HP Pavilion 15-CX0144TX,https://www.gadgets360.com/hp-pavilion-15-cx0144tx-7986,N/A,15.60-inch,1366x768 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': 'Pavilion 15-CX0144TX', 'Price in India': '₹100,327', 'Model Number': '15-CX0144TX', 'Series': 'Pavilion', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Life (up to hours)': '3.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7', 'RAM': '8GB', 'Graphics Processor': 'Nvidia GeForce 940MX', 'Dedicated Graphic Memory Type': 'DDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Ethernet': '10/100 Base T', 'Web Camera': '0.3-megapixel', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No'}"
HP 15-G206AX,https://www.gadgets360.com/hp-15-g206ax-7985,N/A,15.60-inch,1366x768 pixels,N/A,Windows 8.1,No,2.23 kg,"{'Brand': 'HP', 'Model': '15-G206AX', 'Price in India': '₹21,990', 'Model Number': '15-G206AX', 'Dimensions (mm)': '377.95 x 259.08 x 25.40', 'Weight (kg)': '2.23', 'Colours': 'Black', 'Operating system': 'Windows 8.1', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Base Clock Speed': '2 GHz', 'RAM': '4GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard'}"
HP 15-AC189TU,https://www.gadgets360.com/hp-15-ac189tu-7984,N/A,15.60-inch,N/A,Core i3,DOS,No,2.20 kg,"{'Brand': 'HP', 'Model': '15-AC189TU', 'Price in India': '₹24,990', 'Model Number': '15-AC189TU', 'Dimensions (mm)': '254.00 x 384.00 x 24.00', 'Weight (kg)': '2.2', 'Colours': 'Black', 'Operating system': 'DOS', 'Battery Cell': '4', 'Battery Life (up to hours)': '4.5', 'Size': '15.60-inch', 'Processor': 'Intel Core i3 5th Gen 5005U', 'Base Clock Speed': '2 GHz', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'HDMI Port': 'Standard', 'Multi Card Slot': '5 in 1 Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Microsoft Surface Pro KLH-00023,https://www.gadgets360.com/microsoft-surface-pro-klh-00023-7983,"₹ 76,604",12.50-inch,2736x1824 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'Microsoft', 'Model': 'Surface Pro KLH-00023', 'Price in India': '₹76,604', 'Model Number': 'KLH-00023', 'Series': 'Surface Pro', 'Dimensions (mm)': '292.10 x 200.70 x 8.40', 'Colours': 'Silver', 'Operating system': 'Windows 10', 'Size': '12.50-inch', 'Resolution': '2736x1824 pixels', 'Touch Screen': 'Yes', 'Processor': 'Intel Core i5 7th Gen 7300U', 'Base Clock Speed': '2.6 GHz', 'Cache': '3MB', 'RAM': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 620', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '128GB', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4.1', 'Web Camera': '5-megapixel', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'USB Ports': '1 x USB 3.0', 'Multi Card Slot': 'SDXC Card Reader', 'Mic In': 'Yes'}"
MSI GL63-8RE-455IN,https://www.gadgets360.com/msi-gl63-8re-455in-7982,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'MSI', 'Model': 'GL63-8RE-455IN', 'Price in India': '₹106,239', 'Model Number': 'GL63-8RE-455IN', 'Dimensions (mm)': '380.00 x 260.00 x 29.00', 'Weight (kg)': '2.2', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '6', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 8th Gen 8750H', 'Base Clock Speed': '2.2 GHz', 'Cache': '9MB', 'RAM': '16GB', 'Graphics Processor': 'Nvidia GeForce GTX 1060', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '5', 'Ethernet': 'Killer GB LAN', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Nitro AN515-31,https://www.gadgets360.com/acer-nitro-an515-31-7981,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Nitro AN515-31', 'Price in India': '₹62,990', 'Model Number': 'AN515-31', 'Series': 'Nitro', 'Dimensions (mm)': '390.00 x 266.00 x 26.75', 'Weight (kg)': '2.7', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Battery Life (up to hours)': '6', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 8550U', 'Base Clock Speed': '1.8 GHz', 'Cache': '8MB', 'RAM': '8GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '20GB', 'Graphics Processor': 'Nvidia GeForce MX150', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
HP 15-BS658TU,https://www.gadgets360.com/hp-15-bs658tu-7980,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A,"{'Brand': 'HP', 'Model': '15-BS658TU', 'Price in India': '₹29,999', 'Model Number': '15-BS658TU', 'Dimensions (mm)': '380.00 x 253.80 x 23.80', 'Weight (kg)': '1.86', 'Colours': 'Sparkling Black', 'Operating system': 'DOS', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 7th Gen 7020U', 'Base Clock Speed': '2.3 GHz', 'Cache': '3MB', 'RAM': '4GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel Integrated HD Graphics 620', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Nitro AN515-52,https://www.gadgets360.com/acer-nitro-an515-52-7979,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Nitro AN515-52', 'Price in India': '₹91,968', 'Model Number': 'AN515-52', 'Series': 'Nitro', 'Dimensions (mm)': '390.00 x 266.00 x 26.75', 'Weight (kg)': '2.7', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Battery Life (up to hours)': '6', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 8550U', 'Base Clock Speed': '1.8 GHz', 'Cache': '8MB', 'RAM': '8GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '20GB', 'Graphics Processor': 'Nvidia GeForce MX150', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
MSI GL63-8RD-455IN,https://www.gadgets360.com/msi-gl63-8rd-455in-7978,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'MSI', 'Model': 'GL63-8RD-455IN', 'Price in India': '₹75,990', 'Model Number': 'GL63-8RD-455IN', 'Series': 'GL Series', 'Dimensions (mm)': '380.00 x 260.00 x 29.00', 'Weight (kg)': '2.2', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '6', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 8th Gen 8300H', 'Base Clock Speed': '2.2 GHz', 'RAM': '8GB', 'Graphics Processor': 'Nvidia GeForce GTX 1050 Ti', 'Dedicated Graphic Memory Type': 'GDDR5', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '5', 'Ethernet': 'Gigabit Ethernet', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus X507MA-BR059T,https://www.gadgets360.com/asus-x507ma-br059t-7977,"₹ 24,999",15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A,"{'Brand': 'Asus', 'Model': 'X507MA-BR059T', 'Model Number': 'X507MA-BR059T', 'Dimensions (mm)': '365.00 x 266.00 x 21.90', 'Weight (kg)': '1.75', 'Colours': 'Grey', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core N5000', 'Base Clock Speed': '1.1 GHz', 'Cache': '4MB', 'RAM': '4GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': '1 Micro SD Card Reader', 'Mic In': 'Yes'}"
HP 15-DC0106TX,https://www.gadgets360.com/hp-15-dc0106tx-7976,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A,"{'Brand': 'HP', 'Model': '15-DC0106TX', 'Price in India': '₹145,000', 'Model Number': '15-DC0106TX', 'Dimensions (mm)': '263.00 x 360.00 x 26.00', 'Weight (kg)': '2.25', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Processor': 'Intel Core i7', 'Base Clock Speed': '2.2 GHz', 'RAM': '16GB', 'Hard disk': 'No', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 a/b/g/n/ac', 'Bluetooth version': '5', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '3 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Multi Format Card Reader'}"
HP 15Q-BU031TU,https://www.gadgets360.com/hp-15q-bu031tu-7975,N/A,15.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': '15Q-BU031TU', 'Price in India': '₹24,820', 'Model Number': '15Q-BU031TU', 'Dimensions (mm)': '380.00 x 253.70 x 23.90', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core N3060', 'Base Clock Speed': '1.6 GHz', 'Cache': '2MB', 'RAM': '4GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
HP Pavilion 15-CX0141TX,https://www.gadgets360.com/hp-pavilion-15-cx0141tx-7974,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': 'Pavilion 15-CX0141TX', 'Price in India': '₹70,990', 'Model Number': '15-CX0141TX', 'Series': 'Pavilion', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Life (up to hours)': '3.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5', 'RAM': '8GB', 'Graphics Processor': 'Nvidia GeForce 940MX', 'Dedicated Graphic Memory Type': 'DDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Ethernet': '10/100 Base T', 'Web Camera': '0.3-megapixel', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No'}"
HP 15Q-BU024TU,https://www.gadgets360.com/hp-15q-bu024tu-7973,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A,"{'Brand': 'HP', 'Model': '15Q-BU024TU', 'Price in India': '₹27,989', 'Model Number': '15Q-BU024TU', 'Dimensions (mm)': '380.00 x 253.80 x 23.80', 'Weight (kg)': '1.86', 'Colours': 'Grey', 'Operating system': 'DOS', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 7th Gen 7020U', 'Base Clock Speed': '2.3 GHz', 'Cache': '3MB', 'RAM': '4GB', 'Graphics Processor': 'Intel Integrated HD Graphics 620', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
HP 15Q-BU037TU,https://www.gadgets360.com/hp-15q-bu037tu-7972,N/A,15.60-inch,N/A,Core i3,DOS,N/A,N/A,"{'Brand': 'HP', 'Model': '15Q-BU037TU', 'Price in India': '₹28,990', 'Model Number': '15Q-BU037TU', 'Colours': 'Sparkling Black', 'Operating system': 'DOS', 'Size': '15.60-inch', 'Processor': 'Intel Core i3', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Acer Predator Helios 300 PH315-51-51V7,https://www.gadgets360.com/acer-predator-helios-300-ph315-51-51v7-7971,N/A,15.60-inch,N/A,Core i5,Windows 10 Home,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Predator Helios 300 PH315-51-51V7', 'Price in India': '₹74,590', 'Model Number': 'Helios 300 PH315-51-51V7', 'Series': 'Predator', 'Colours': 'Shale Black', 'Operating system': 'Windows 10 Home', 'Size': '15.60-inch', 'Processor': 'Intel Core i5', 'RAM': '8GB', 'Hard disk': '128GB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Lenovo IdeaPad 720S,https://www.gadgets360.com/lenovo-ideapad-720s-7970,N/A,13.30-inch,N/A,Core i5,Windows 10,No,3.00 kg,"{'Brand': 'Lenovo', 'Model': 'IdeaPad 720S', 'Price in India': '₹83,312', 'Model Number': '720S', 'Series': 'IdeaPad', 'Weight (kg)': '3', 'Colours': 'Platinum Grey', 'Operating system': 'Windows 10', 'Size': '13.30-inch', 'Processor': 'Intel Core i5 8250U', 'RAM': '12GB', 'Hard disk': '256GB', 'SSD': 'No', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3'}"
Asus EeeBook E402WA-WH21,https://www.gadgets360.com/asus-eeebook-e402wa-wh21-7968,"₹ 35,397",14.00-inch,1366x768 pixels,N/A,Windows 10,No,N/A,"{'Brand': 'Asus', 'Model': 'EeeBook E402WA-WH21', 'Price in India': '₹35,397', 'Model Number': 'E402WA-WH21', 'Series': 'EeeBook', 'Dimensions (mm)': '339.00 x 235.00 x 21.90', 'Weight (kg)': '1.65', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '2', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Base Clock Speed': '1.5 GHz', 'Cache': '2MB', 'RAM': '4GB', 'Graphics Processor': 'AMD Radeon R2', 'Hard disk': '64GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
HP Pavilion X360 14-CD0055TU,https://www.gadgets360.com/hp-pavilion-x360-14-cd0055tu-7966,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A,"{'Brand': 'HP', 'Model': 'Pavilion X360 14-CD0055TU', 'Price in India': '₹62,690', 'Model Number': 'X360 14-CD0055TU', 'Series': 'Pavilion', 'Dimensions (mm)': '324.00 x 224.00 x 20.00', 'Weight (kg)': '1.59', 'Colours': 'Silver', 'Operating system': 'Windows 10', 'Battery Cell': '3', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'Yes', 'Processor': 'Intel Core i7 8th Gen 8550U', 'Base Clock Speed': '1.8 GHz', 'RAM': '8GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 3.0', 'HDMI Port': 'Standard'}"
Lenovo ThinkPad,https://www.gadgets360.com/lenovo-thinkpad-7964,"₹ 129,231",14.00-inch,1920x1080 pixels,Core i7,Windows 10,256GB,N/A,"{'Brand': 'Lenovo', 'Model': 'ThinkPad', 'Price in India': '₹1,29,231', 'Series': 'ThinkPad', 'Dimensions (mm)': '338.00 x 226.00 x 38.10', 'Weight (kg)': '1.36', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Capacity (WHR)': '23.5', 'Battery Cell': '3', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Processor': 'Intel Core i7 6600U', 'Base Clock Speed': '3.4 GHz', 'Cache': '4MB', 'RAM': '12GB', 'Graphics Processor': 'Intel HD Graphics 520', 'Dedicated Graphic Memory Type': 'DDR4', 'Dedicated Graphics': 'No', 'Hard disk': 'No', 'SSD': '256GB', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Web Camera': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3'}"
HP 15-AC043TU,https://www.gadgets360.com/hp-15-ac043tu-7963,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,No,N/A,"{'Brand': 'HP', 'Model': '15-AC043TU', 'Price in India': '₹23,990', 'Model Number': '15-AC043TU', 'Colours': 'Silver', 'Operating system': 'DOS', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Processor': 'Intel Core i3 4005U', 'Base Clock Speed': '1.7 GHz', 'RAM': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Finger Print Sensor': 'No'}"
Lenovo ThinkPad E480,https://www.gadgets360.com/lenovo-thinkpad-e480-7962,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A,"{'Brand': 'Lenovo', 'Model': 'ThinkPad E480', 'Price in India': '₹46,990', 'Model Number': 'E480', 'Series': 'ThinkPad', 'Dimensions (mm)': '241.00 x 33.00 x 20.00', 'Weight (kg)': '1.75', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Size': '14.00-inch', 'Resolution': '1920x1080 pixels', 'Processor': 'Intel Core i7 8550U', 'Base Clock Speed': '1.8 GHz', 'RAM': '16GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Finger Print Sensor': 'No', 'Number of USB Ports': '4', 'USB Ports': '1 x USB 2.0', 'HDMI Port': 'Standard'}"
Dell G3 3579,https://www.gadgets360.com/dell-g3-3579-7961,"₹ 82,990",15.60-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A,"{'Brand': 'Dell', 'Model': 'G3 3579', 'Price in India': '₹82,990', 'Model Number': 'G3 3579', 'Series': 'G3 Series', 'Colours': 'Black', 'Operating system': 'Windows 10', 'Battery Cell': '4', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Processor': 'Intel Core i7 8th Gen 8750H', 'RAM': '8GB', 'Expandable RAM up to (GB)': '4GB', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.1', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '1', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0, 1 x USB 3.0 (Type C), 1 x USB 3.1 Gen 1 (Type C)', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Yes', 'VGA Port': 'No'}"
HP BR104TX,https://www.gadgets360.com/hp-br104tx-7960,"₹ 53,095",15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A,"{'Brand': 'HP', 'Model': 'BR104TX', 'Price in India': '₹53,095', 'Model Number': 'BR104TX', 'Dimensions (mm)': '380.00 x 253.75 x 23.88', 'Weight (kg)': '2.1', 'Colours': 'Black', 'Operating system': 'Windows 10 Home', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1920x1080 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 8th Gen 8250U', 'Base Clock Speed': '1.6 GHz', 'Cache': '6MB', 'RAM': '8GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'AMD Radeon 520 Graphics', 'Dedicated Graphic Memory Type': 'GDDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4.2', 'Ethernet': '10/100/1000 Base T', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
