Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight,Detailed Specs
Acer Aspire One Z1402,https://www.gadgets360.com/acer-aspire-one-z1402-4799,N/A,14.00-inch,N/A,Pentium Dual Core,Linux,No,N/A,"{'Brand': 'Acer', 'Model': 'Aspire One Z1402', 'Price in India': '₹21,899', 'Model Number': 'Z1402', 'Series': 'Aspire One', 'Dimensions (mm)': '342.00 x 240.00 x 29.20', 'Weight (kg)': '1.77', 'Colours': 'Black', 'Operating system': 'Linux', 'Battery Cell': '3', 'Battery Life (up to hours)': '3.5', 'Size': '14.00-inch', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core 4th Gen 3556U', 'Base Clock Speed': '1.7 GHz', 'Cache': '2MB', 'RAM': '4GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n/ac', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '3 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire ES 15 ES1-571-P56E,https://www.gadgets360.com/acer-aspire-es-15-es1-571-p56e-4798,"₹ 23,000",15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire ES 15 ES1-571-P56E', 'Price in India': '₹23,000', 'Model Number': 'ES1-571-P56E', 'Series': 'Aspire ES 15', 'Dimensions (mm)': '381.60 x 258.00 x 27.20', 'Weight (kg)': '2.4', 'Colours': 'Black', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Dual Core 4th Gen 3556U', 'Base Clock Speed': '1.7 GHz', 'Cache': '2MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Yes', 'Lock Slot': 'Kensington Lock Port', 'VGA Port': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire ES 15 ES1-531-P7KK,https://www.gadgets360.com/acer-aspire-es-15-es1-531-p7kk-4797,"₹ 25,989",15.60-inch,1366x768 pixels,Pentium Quad Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire ES 15 ES1-531-P7KK', 'Price in India': '₹25,989', 'Model Number': 'ES1-531-P7KK', 'Series': 'Aspire ES 15', 'Dimensions (mm)': '381.60 x 258.00 x 27.20', 'Weight (kg)': '2.4', 'Colours': 'Diamond Black', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Quad Core 4th Gen N3700', 'Base Clock Speed': '1.6 GHz', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Web Camera': '1.3-megapixel', 'Pointer Device': 'Touchpad', 'Speakers': 'Stereo Speakers', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': '5 in 1 Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire ES ES1-571-558Z,https://www.gadgets360.com/acer-aspire-es-es1-571-558z-4796,"₹ 29,200",15.60-inch,1366x768 pixels,Core i5,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire ES ES1-571-558Z', 'Price in India': '₹29,200', 'Model Number': 'ES1-571-558Z', 'Series': 'Aspire ES', 'Dimensions (mm)': '384.00 x 265.00 x 25.00', 'Weight (kg)': '2.5', 'Colours': 'Diamond Black', 'Operating system': 'Linux', 'Battery Cell': '4', 'Battery Life (up to hours)': '5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 4th Gen 4210Y', 'Base Clock Speed': '1.5 GHz', 'Burst Clock Speed': '1.9 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics 4400', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': '5-megapixel', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '16x', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': '2 in 1 Card Reader', 'Lock Slot': 'Kensington Lock Port', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire ES ES1-131,https://www.gadgets360.com/acer-aspire-es-es1-131-4795,"₹ 18,699",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire ES ES1-131', 'Price in India': '₹18,699', 'Model Number': 'ES1-131', 'Series': 'Aspire ES', 'Dimensions (mm)': '291.00 x 211.00 x 21.20', 'Weight (kg)': '1.3', 'Colours': 'Black', 'Operating system': 'Windows 10 Home', 'Battery Capacity (mAh)': '3500', 'Battery Cell': '3', 'Battery Life (up to hours)': '5.5', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core 4th Gen N3060', 'Base Clock Speed': '1.6 GHz', 'Burst Clock Speed': '2.48 GHz', 'Cache': '2MB', 'RAM': '2GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel HD Graphics 400', 'Dedicated Graphic Memory Type': 'DDR3L', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Number of USB Ports': '2', 'USB Ports': '1 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire E 14 E5-432/NX.MZLSI.001,https://www.gadgets360.com/acer-aspire-e-14-e5-432-nx-mzlsi-001-4793,"₹ 24,399",14.00-inch,1366x768 pixels,Pentium Quad Core,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E 14 E5-432/NX.MZLSI.001', 'Price in India': '₹24,399', 'Model Number': 'E5-432/NX.MZLSI.001', 'Series': 'Aspire E 14', 'Dimensions (mm)': '381.60 x 24.90 x 256.00', 'Weight (kg)': '2.4', 'Colours': 'Ocean Blue', 'Operating system': 'Linux', 'Battery Cell': '4', 'Battery Life (up to hours)': '5', 'Size': '14.00-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Quad Core 4th Gen N3700U', 'Base Clock Speed': '1.6 GHz', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics 4400', 'Dedicated Graphic Memory Type': 'DDR3', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': '1.3-megapixel', 'Pointer Device': 'Touchpad', 'Speakers': 'Stereo Speakers', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': '5 in 1 Card Reader', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Asus A555LA-XX1560T,https://www.gadgets360.com/asus-a555la-xx1560t-4791,"₹ 30,488",15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A,"{'Brand': 'Asus', 'Model': 'A555LA-XX1560T', 'Price in India': '₹30,488', 'Model Number': 'A555LA-XX1560T', 'Series': 'A Series', 'Dimensions (mm)': '382.00 x 256.00 x 26.00', 'Weight (kg)': '2.3', 'Colours': 'Glossy Dark Brown', 'Operating system': 'Windows 10 Home', 'Battery Life (up to hours)': '3.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 4th Gen 4005U', 'Base Clock Speed': '1.7 GHz', 'Cache': '3MB', 'RAM': '4GB', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Web Camera': 'Yes', 'Speakers': 'Yes', 'Read/Write Speed': '8x', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'SD Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'No'}"
Acer Aspire E E5-532-P0S6,https://www.gadgets360.com/acer-aspire-e-e5-532-p0s6-4789,"₹ 22,990",15.60-inch,1366x768 pixels,Pentium Quad Core,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E E5-532-P0S6', 'Price in India': '₹22,990', 'Model Number': 'E5-532-P0S6', 'Series': 'Aspire E', 'Dimensions (mm)': '381.60 x 256.00 x 29.20', 'Weight (kg)': '2.4', 'Colours': 'Charcoal', 'Operating system': 'Linux', 'Battery Capacity (mAh)': '2520', 'Battery Cell': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Quad Core 4th Gen N3700', 'Base Clock Speed': '1.6 GHz', 'Burst Clock Speed': '2.4 GHz', 'Cache': '2MB', 'RAM': '4GB', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Intel HD Graphics', 'Dedicated Graphic Memory Type': 'DDR3L', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 ac', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Optical Disk Drive': 'CD/DVD Writer', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Headphone and Mic Combo Jack': 'Yes', 'VGA Port': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'Yes'}"
Acer Aspire E E1-572G,https://www.gadgets360.com/acer-aspire-e-e1-572g-4787,"₹ 59,999",15.60-inch,1366x768 pixels,Core i7,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E E1-572G', 'Price in India': '₹59,999', 'Model Number': 'E1-572G', 'Series': 'Aspire E', 'Dimensions (mm)': '381.60 x 256.00 x 25.30', 'Weight (kg)': '2.4', 'Colours': 'Black', 'Operating system': 'Linux', 'Battery Capacity (mAh)': '2500', 'Battery Cell': '4', 'Battery Life (up to hours)': '4', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i7 4th Gen 4500U', 'Base Clock Speed': '1.8 GHz', 'Burst Clock Speed': '3 GHz', 'Cache': '4MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'AMD Radeon 8750M', 'Dedicated Graphic Memory': '2GB', 'Dedicated Graphic Memory Type': 'DDR3', 'Dedicated Graphics': 'Yes', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire ES1-132,https://www.gadgets360.com/acer-aspire-es1-132-4786,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire ES1-132', 'Price in India': '₹18,000', 'Model Number': 'ES1-132', 'Series': 'Aspire', 'Dimensions (mm)': '291.00 x 211.00 x 21.00', 'Weight (kg)': '1.3', 'Colours': 'Black', 'Operating system': 'Windows 10 Home', 'Battery Cell': '3', 'Battery Life (up to hours)': '8', 'Size': '11.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core 4th Gen N3350', 'Base Clock Speed': '1.6 GHz', 'Burst Clock Speed': '2.48 GHz', 'Cache': '2MB', 'RAM': '4GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '8GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel HD Graphics 500', 'Hard disk': '500GB', 'SSD': 'No', 'eMMC': '32GB', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Touchpad': 'Yes', 'Internal Mic': 'Yes', 'Speakers': '2 Speakers', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Yes', 'Multi Card Slot': 'SD Card Reader', 'Lock Slot': 'Kensington Lock Port', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire E5-573,https://www.gadgets360.com/acer-aspire-e5-573-4785,N/A,15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E5-573', 'Price in India': '₹28,210', 'Model Number': 'E5-573', 'Series': 'Aspire', 'Dimensions (mm)': '384.00 x 265.00 x 25.00', 'Weight (kg)': '2.5', 'Colours': 'Charcoal Black', 'Operating system': 'Linux', 'Battery Cell': '4', 'Battery Life (up to hours)': '4.5', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 5th Gen 4210Y', 'Base Clock Speed': '1.9 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel Integrated HD Graphics 5500', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n/ac', 'Bluetooth version': '2.1', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Stereo Speakers', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '16x', 'Finger Print Sensor': 'No', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': '2 in 1 Card Reader', 'Lock Slot': 'Kensington Lock Port', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes', 'RJ11': 'No'}"
Acer Aspire E5-511,https://www.gadgets360.com/acer-aspire-e5-511-4783,"₹ 23,775",15.60-inch,1366x768 pixels,Pentium Quad Core,Windows 8.1,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E5-511', 'Price in India': '₹23,775', 'Model Number': 'E5-511', 'Series': 'Aspire', 'Dimensions (mm)': '381.60 x 256.00 x 30.30', 'Weight (kg)': '2.5', 'Colours': 'Black', 'Operating system': 'Windows 8.1', 'Battery Life (up to hours)': '6', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Pentium Quad Core 4th Gen N3530', 'Base Clock Speed': '2.16 GHz', 'Burst Clock Speed': '2.58 GHz', 'Cache': '2MB', 'RAM': '2GB', 'RAM Slots': '1', 'Expandable RAM up to (GB)': '4GB', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Yes', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Acer Aspire E3-111,https://www.gadgets360.com/acer-aspire-e3-111-4782,"₹ 20,990",11.78-inch,1366x768 pixels,Celeron Dual Core,Windows 8.1,N/A,N/A,"{'Brand': 'Acer', 'Model': 'Aspire E3-111', 'Price in India': '₹20,990', 'Model Number': 'E3-111', 'Series': 'Aspire', 'Colours': 'Quartz Blue', 'Operating system': 'Windows 8.1', 'Battery Life (up to hours)': '5', 'Size': '11.78-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Celeron Dual Core 4th Gen N2830', 'Base Clock Speed': '2.16 GHz', 'Burst Clock Speed': '2.41 GHz', 'RAM': '2GB', 'Expandable RAM up to (GB)': '6GB', 'Dedicated Graphics': 'No', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': 'Gigabit Ethernet', 'Web Camera': 'Yes', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'Multi Card Slot': 'SD Card Reader'}"
Toshiba Satellite C50-A I0116,https://www.gadgets360.com/toshiba-satellite-c50-a-i0116-4781,"₹ 100,000",15.60-inch,1366x768 pixels,Core i3,Windows 8.1,N/A,N/A,"{'Brand': 'Toshiba', 'Model': 'Satellite C50-A I0116', 'Price in India': '₹1,00,000', 'Model Number': 'C50-A I0116', 'Series': 'Satellite', 'Dimensions (mm)': '380.00 x 242.00 x 33.40', 'Weight (kg)': '2.3', 'Colours': 'Luxury White Pearl', 'Operating system': 'Windows 8.1', 'Battery Cell': '6', 'Battery Life (up to hours)': '3', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 3rd Gen 3110M', 'Base Clock Speed': '2.4 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100 T', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'HDMI Port': 'Standard', 'Lock Slot': 'Yes', 'Mic In': 'Yes'}"
Toshiba Satellite C50-A I001C,https://www.gadgets360.com/toshiba-satellite-c50-a-i001c-4780,"₹ 28,490",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A,"{'Brand': 'Toshiba', 'Model': 'Satellite C50-A I001C', 'Price in India': '₹28,490', 'Model Number': 'C50-A I001C', 'Series': 'Satellite', 'Dimensions (mm)': '379.00 x 242.00 x 33.40', 'Weight (kg)': '2.3', 'Colours': 'Luxury White Pearl', 'Operating system': 'DOS', 'Battery Cell': '6', 'Battery Life (up to hours)': '3', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 3rd Gen 3110M', 'Base Clock Speed': '2.4 GHz', 'Cache': '3MB', 'RAM': '2GB', 'RAM Slots': '2', 'RAM Slot (Unused)': '1', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100 T', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'HDMI Port': 'Standard', 'Lock Slot': 'Yes', 'Mic In': 'Yes'}"
Toshiba Satellite C50-A I0016,https://www.gadgets360.com/toshiba-satellite-c50-a-i0016-4779,"₹ 35,430",15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A,"{'Brand': 'Toshiba', 'Model': 'Satellite C50-A I0016', 'Price in India': '₹35,430', 'Model Number': 'C50-A I0016', 'Series': 'Satellite', 'Dimensions (mm)': '378.00 x 242.00 x 33.40', 'Weight (kg)': '2.3', 'Colours': 'Premium Glossy Black', 'Operating system': 'DOS', 'Battery Cell': '6', 'Battery Life (up to hours)': '3', 'Size': '15.60-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 3rd Gen 3110M', 'Base Clock Speed': '2.4 GHz', 'Cache': '3MB', 'RAM': '2GB', 'RAM Slots': '2', 'RAM Slot (Unused)': '1', 'Expandable RAM up to (GB)': '16GB', 'Graphics Processor': 'Intel Integrated HD Graphics 4000', 'Dedicated Graphics': 'No', 'Hard disk': '500GB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Bluetooth version': '4', 'Ethernet': '10/100/1000 Base T', 'Web Camera': 'Yes', 'Pointer Device': 'Touchpad', 'Internal Mic': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Yes', 'Lock Slot': 'Kensington Lock Port', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
Lenovo 59 389403,https://www.gadgets360.com/lenovo-59-389403-4778,"₹ 49,900",15.84-inch,1366x768 pixels,Core i5,Windows 8 Professional,N/A,N/A,"{'Brand': 'Lenovo', 'Model': '59 389403', 'Price in India': '₹49,900', 'Model Number': '59 389403', 'Dimensions (mm)': '382.00 x 250.00 x 21.00', 'Weight (kg)': '2.2', 'Colours': 'Graphite Grey', 'Operating system': 'Windows 8 Professional', 'Battery Cell': '4', 'Battery Life (up to hours)': '6', 'Size': '15.84-inch', 'Resolution': '1366x768 pixels', 'Touch Screen': 'No', 'Processor': 'Intel Core i5 3rd Gen 3337U', 'Base Clock Speed': '1.8 GHz', 'Burst Clock Speed': '2.7 GHz', 'Cache': '3MB', 'RAM': '4GB', 'RAM Slots': '2', 'RAM Slot (Unused)': '1', 'Expandable RAM up to (GB)': '8GB', 'Graphics Processor': 'Nvidia GeForce N14M Ge', 'Dedicated Graphic Memory': '2GB', 'Dedicated Graphic Memory Type': 'DDR3', 'Dedicated Graphics': 'Yes', 'Hard disk': '1TB', 'SSD': 'No', 'Wi-Fi standards supported': '802.11 b/g/n', 'Ethernet': '10/100 T', 'Web Camera': '1-megapixel', 'Pointer Device': 'Touchpad', 'Backlit Keyboard': 'Yes', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Number of USB Ports': '3', 'USB Ports': '2 x USB 2.0, 1 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': '2 in 1 Card Reader', 'VGA Port': 'Yes', 'Mic In': 'Yes'}"
Lenovo Essential G500/59 383022,https://www.gadgets360.com/lenovo-essential-g500-59-383022-4777,"₹ 35,490",15.60-inch,N/A,Core i3,DOS,No,N/A,"{'Brand': 'Lenovo', 'Model': 'Essential G500/59 383022', 'Price in India': '₹35,490', 'Model Number': 'G500/59 383022', 'Series': 'Essential', 'Dimensions (mm)': '380.00 x 260.00 x 25.80', 'Weight (kg)': '2.5', 'Operating system': 'DOS', 'Battery Cell': '4', 'Battery Life (up to hours)': '4', 'Size': '15.60-inch', 'Touch Screen': 'No', 'Processor': 'Intel Core i3 3rd Gen 3110M', 'Base Clock Speed': '2.4 GHz', 'Cache': '3MB', 'RAM': '2GB', 'RAM Slots': '2', 'RAM Slot (Unused)': '1', 'Expandable RAM up to (GB)': '8GB', 'Dedicated Graphics': 'Yes', 'Graphics Processor': 'Nvidia GeForce N14M Ge', 'Dedicated Graphic Memory': '1GB', 'Dedicated Graphic Memory Type': 'DDR3', 'Hard disk': '1TB', 'SSD': 'No', 'Ethernet': '10/100 T', 'Web Camera': '0.3-megapixel', 'Pointer Device': 'Touchpad', 'Speakers': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'Number of USB Ports': '3', 'USB Ports': '1 x USB 2.0, 2 x USB 3.0', 'HDMI Port': 'Standard', 'Multi Card Slot': 'Yes', 'VGA Port': 'Yes', 'Mic In': 'Yes', 'RJ45 (LAN)': 'Yes'}"
