Name,Link,Price,Display Size,Display Resolution,Processor,OS,SSD,Weight
Dell Latitude E7240,https://www.gadgets360.com/dell-latitude-e7240-6362,N/A,12.50-inch,1366x768 pixels,Core i7,Windows 10,128GB,N/A
Acer Aspire E E-15-E5-575-51GG,https://www.gadgets360.com/acer-aspire-e-e-15-e5-575-51gg-6361,"₹ 59,154",N/A,N/A,Core i5,Windows 10,No,N/A
HP NoteBook 245 G5,https://www.gadgets360.com/hp-notebook-245-g5-6360,"₹ 40,199",14.00-inch,1366x768 pixels,APU Quad Core A6,DOS,N/A,N/A
HP Envy J107TX,https://www.gadgets360.com/hp-envy-j107tx-6358,"₹ 86,253",14.00-inch,N/A,Core i5,Windows 10,N/A,N/A
iBall CompBook MERIT-G9,https://www.gadgets360.com/iball-compbook-merit-g9-6357,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
Acer Aspire VX-15,https://www.gadgets360.com/acer-aspire-vx-15-6356,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Dell Latitude E5480,https://www.gadgets360.com/dell-latitude-e5480-6355,N/A,14.00-inch,1366x768 pixels,Core i5,Windows 10,256GB,N/A
Asus EeeBook E402WA-GA001T,https://www.gadgets360.com/asus-eeebook-e402wa-ga001t-6354,N/A,14.00-inch,1366x768 pixels,APU Quad Core E2,Windows 10,N/A,N/A
HP NoteBook 15-BW500AX,https://www.gadgets360.com/hp-notebook-15-bw500ax-6353,N/A,15.60-inch,1920x1080 pixels,APU Quad Core A10,Windows 10 Home,N/A,N/A
Lenovo IdeaPad 520,https://www.gadgets360.com/lenovo-ideapad-520-6351,N/A,15.60-inch,N/A,Core i5,Windows 10,N/A,N/A
Xiaomi NoteBook Air 13,https://www.gadgets360.com/xiaomi-notebook-air-13-6350,"₹ 97,600",13.30-inch,1920x1080 pixels,Core i5,Windows 10,256GB,N/A
iBall CompBook Exemplaire Plus,https://www.gadgets360.com/iball-compbook-exemplaire-plus-6348,N/A,14.00-inch,1366x768 pixels,Atom Quad Core,Windows 10,N/A,N/A
Dell I3552-3240BLK,https://www.gadgets360.com/dell-i3552-3240blk-6347,"₹ 41,373",15.60-inch,N/A,Pentium Dual Core,Windows 10,No,2.10 kg
Acer Switch Alpha 12-SA5-271-31U2,https://www.gadgets360.com/acer-switch-alpha-12-sa5-271-31u2-6346,N/A,12.00-inch,N/A,Core i3,Windows 10,128GB,1.25 kg
Dell Xps 13 9360-7710SLV,https://www.gadgets360.com/dell-xps-13-9360-7710slv-6345,"₹ 141,832",13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,256GB,N/A
HP 17-U110NR,https://www.gadgets360.com/hp-17-u110nr-6344,N/A,13.30-inch,1920x1080 pixels,Core i7,macOS,No,N/A
Dell Inspiron 11,https://www.gadgets360.com/dell-inspiron-11-6342,"₹ 34,990",11.60-inch,N/A,APU Quad Core A6,Windows 10,No,N/A
Microsoft Surface EUP-00001,https://www.gadgets360.com/microsoft-surface-eup-00001-6341,N/A,13.30-inch,2256x1504 pixels,Core i7,Windows 10,N/A,N/A
Dell Inspiron 7373,https://www.gadgets360.com/dell-inspiron-7373-6340,N/A,13.30-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus VivoBook S510UN-BQ218T,https://www.gadgets360.com/asus-vivobook-s510un-bq218t-6339,"₹ 71,380",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus VivoBook R542UQ-DM252T,https://www.gadgets360.com/asus-vivobook-r542uq-dm252t-6338,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 8,N/A,N/A
HP 15-BS601TU,https://www.gadgets360.com/hp-15-bs601tu-6337,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,No,N/A
Asus VivoBook E12 203NAH-FD053T,https://www.gadgets360.com/asus-vivobook-e12-203nah-fd053t-6336,N/A,11.60-inch,N/A,Celeron Dual Core,Windows 10,No,1.82 kg
HP 15-BS652TX,https://www.gadgets360.com/hp-15-bs652tx-6335,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,N/A,N/A
Acer Aspire 5 A515-51G,https://www.gadgets360.com/acer-aspire-5-a515-51g-6334,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Reach Rcn 025A,https://www.gadgets360.com/reach-rcn-025a-6333,"₹ 49,990",13.30-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Acer Aspire A315-51,https://www.gadgets360.com/acer-aspire-a315-51-6332,N/A,15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A
HP 250 G5,https://www.gadgets360.com/hp-250-g5-6330,"₹ 21,250",15.60-inch,N/A,Core i3,Windows 10,N/A,N/A
Lenovo YogaBook,https://www.gadgets360.com/lenovo-yogabook-6329,"₹ 51,087",10.10-inch,N/A,Atom Quad Core,Android,64GB,0.90 kg
HP 15-B0728KV9,https://www.gadgets360.com/hp-15-b0728kv9-6328,"₹ 53,013",15.60-inch,1366x768 pixels,N/A,Windows 10,No,2.15 kg
Dell Vostro 3468,https://www.gadgets360.com/dell-vostro-3468-6327,N/A,14.00-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Dell Inspiron 5767,https://www.gadgets360.com/dell-inspiron-5767-6326,"₹ 84,100",17.30-inch,N/A,Core i7,N/A,No,N/A
Dell Latitude 7280,https://www.gadgets360.com/dell-latitude-7280-6325,N/A,12.50-inch,1366x768 pixels,Core i5,Windows 10,256GB,N/A
AGB Orion RA0301,https://www.gadgets360.com/agb-orion-ra0301-6322,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus E203NAH-FD053T,https://www.gadgets360.com/asus-e203nah-fd053t-6321,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
Dell Inspiron 3542,https://www.gadgets360.com/dell-inspiron-3542-6319,N/A,15.60-inch,N/A,Core i5,Windows 8.1,No,N/A
Lenovo ThinkPad X270,https://www.gadgets360.com/lenovo-thinkpad-x270-6318,N/A,12.50-inch,1366x768 pixels,Core i5,Windows 10,512GB,N/A
Dell Inspiron 7577,https://www.gadgets360.com/dell-inspiron-7577-6317,N/A,15.60-inch,N/A,Core i7,Windows 10,N/A,N/A
Asus C300SA,https://www.gadgets360.com/asus-c300sa-6316,N/A,13.30-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,16GB,N/A
HP ProBook 650-G3,https://www.gadgets360.com/hp-probook-650-g3-6314,N/A,15.60-inch,N/A,Core i5,N/A,128GB,N/A
HP 17-X011CY,https://www.gadgets360.com/hp-17-x011cy-6313,"₹ 74,052",17.30-inch,1600x900 pixels,Core i3,N/A,No,2.64 kg
HP Pavilion 17-G227CY,https://www.gadgets360.com/hp-pavilion-17-g227cy-6312,"₹ 75,612",17.30-inch,1600x900 pixels,N/A,N/A,No,N/A
Lenovo Yoga 910,https://www.gadgets360.com/lenovo-yoga-910-6311,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,256GB,N/A
Asus ROG Strix GL502VT-DS74,https://www.gadgets360.com/asus-rog-strix-gl502vt-ds74-6310,"₹ 168,368",15.60-inch,1920x1080 pixels,N/A,Windows 10,N/A,N/A
Asus Transformer Pro T304UA-XS74T,https://www.gadgets360.com/asus-transformer-pro-t304ua-xs74t-6309,N/A,12.50-inch,2160x1440 pixels,Core i7,Windows 10,No,N/A
AGB G0812,https://www.gadgets360.com/agb-g0812-6308,N/A,15.60-inch,N/A,Core i7,Windows 10,N/A,N/A
Asus ROG Strix GL503VM-GZ248T,https://www.gadgets360.com/asus-rog-strix-gl503vm-gz248t-6307,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus VivoBook Max X541NA-GO125T,https://www.gadgets360.com/asus-vivobook-max-x541na-go125t-6306,N/A,15.60-inch,N/A,Pentium Dual Core,Windows 10,No,2.00 kg
Asus C202SA-GJ0050,https://www.gadgets360.com/asus-c202sa-gj0050-6305,"₹ 18,988",11.60-inch,N/A,Celeron Dual Core,Chrome OS,16GB,1.20 kg
Dell Latitude 3480,https://www.gadgets360.com/dell-latitude-3480-6304,N/A,14.00-inch,1366x768 pixels,Core i7,Windows 10 Professional,No,N/A
Asus X542BP-GQ036T,https://www.gadgets360.com/asus-x542bp-gq036t-6303,N/A,15.60-inch,1366x768 pixels,N/A,Windows 10 Home,No,N/A
Acer ChromeBook R11,https://www.gadgets360.com/acer-chromebook-r11-6302,"₹ 36,000",11.60-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
HP T8TJG,https://www.gadgets360.com/hp-t8tjg-6301,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A
HP 15Q-BU004TU,https://www.gadgets360.com/hp-15q-bu004tu-6300,N/A,15.60-inch,N/A,Core i3,DOS,No,2.10 kg
Asus VivoBook S410UA-EB367T,https://www.gadgets360.com/asus-vivobook-s410ua-eb367t-6299,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Asus VivoBook S410UA-EB267T,https://www.gadgets360.com/asus-vivobook-s410ua-eb267t-6298,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus X540UA-GQ284T,https://www.gadgets360.com/asus-x540ua-gq284t-6297,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
Asus VivoBook S410UA-EB266T,https://www.gadgets360.com/asus-vivobook-s410ua-eb266t-6296,N/A,14.00-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
Lenovo ThinkPad T460P,https://www.gadgets360.com/lenovo-thinkpad-t460p-6295,"₹ 118,075",14.00-inch,N/A,Core i5,Windows 7,256GB,1.72 kg
Asus VivoBook S510UA-DB71,https://www.gadgets360.com/asus-vivobook-s510ua-db71-6294,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Dell Latitude E7250,https://www.gadgets360.com/dell-latitude-e7250-6293,"₹ 91,995",12.50-inch,N/A,Core i5,Windows 8,256GB,N/A
Lenovo Signature,https://www.gadgets360.com/lenovo-signature-6292,"₹ 59,173",15.60-inch,1366x768 pixels,APU Quad Core,Windows 10,N/A,N/A
Microsoft Surface Book W45-00001,https://www.gadgets360.com/microsoft-surface-book-w45-00001-6290,"₹ 115,118",13.30-inch,2256x1504 pixels,Core i5,Windows 10,N/A,N/A
Acer TravelMate P4,https://www.gadgets360.com/acer-travelmate-p4-6289,N/A,14.00-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A
Dell Inspiron 5568,https://www.gadgets360.com/dell-inspiron-5568-6288,"₹ 61,652",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Dell Latitude E5470,https://www.gadgets360.com/dell-latitude-e5470-6287,N/A,14.00-inch,N/A,Core i5,Windows 10,128GB,N/A
HP 15-AY009CY,https://www.gadgets360.com/hp-15-ay009cy-6286,"₹ 68,218",15.60-inch,1366x768 pixels,Core i3,N/A,No,2.15 kg
Lenovo 110,https://www.gadgets360.com/lenovo-110-6284,"₹ 20,990",15.60-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Dell Inspiron 7000,https://www.gadgets360.com/dell-inspiron-7000-6283,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
MSI GL72M-7RDX-699,https://www.gadgets360.com/msi-gl72m-7rdx-699-6282,N/A,17.30-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A
Dell Latitude 3580,https://www.gadgets360.com/dell-latitude-3580-6281,N/A,15.60-inch,N/A,Core i3,DOS,No,1.95 kg
HP Envy AB020NR,https://www.gadgets360.com/hp-envy-ab020nr-6280,"₹ 119,695",13.30-inch,3200x1800 pixels,Core i7,Windows 10,N/A,N/A
Asus R541UV-DM525T,https://www.gadgets360.com/asus-r541uv-dm525t-6278,"₹ 52,936",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 14-BS583TU,https://www.gadgets360.com/hp-14-bs583tu-6277,"₹ 34,000",14.00-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
HP Pavilion 15-CC134TX,https://www.gadgets360.com/hp-pavilion-15-cc134tx-6276,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP 15G-BR019TX,https://www.gadgets360.com/hp-15g-br019tx-6275,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
HP 14-BF177TX,https://www.gadgets360.com/hp-14-bf177tx-6274,"₹ 84,162",14.00-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus VivoBook S15 X510UA-EJ770T,https://www.gadgets360.com/asus-vivobook-s15-x510ua-ej770t-6273,"₹ 28,244",15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus R558UQ-DM970D,https://www.gadgets360.com/asus-r558uq-dm970d-6272,"₹ 56,990",15.60-inch,1920x1080 pixels,Core i7,DOS,N/A,N/A
HP Pavilion 14 14-BF175TX,https://www.gadgets360.com/hp-pavilion-14-14-bf175tx-6271,"₹ 63,790",14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP 14-BA151TX,https://www.gadgets360.com/hp-14-ba151tx-6270,"₹ 44,776",14.00-inch,N/A,Core i3,Windows 10,No,N/A
HP 15-BW088AX,https://www.gadgets360.com/hp-15-bw088ax-6269,N/A,15.60-inch,N/A,APU Dual Core A9,DOS,N/A,N/A
HP Pavilion Power 15-CB053TX,https://www.gadgets360.com/hp-pavilion-power-15-cb053tx-6268,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus VivoBook Max X541UA-DM1358T,https://www.gadgets360.com/asus-vivobook-max-x541ua-dm1358t-6267,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Asus X541UA-XO217T,https://www.gadgets360.com/asus-x541ua-xo217t-6266,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
Asus VivoBook R542UQ-DM153,https://www.gadgets360.com/asus-vivobook-r542uq-dm153-6265,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Asus R541UV-DM526,https://www.gadgets360.com/asus-r541uv-dm526-6264,N/A,15.60-inch,1920x1080 pixels,Core i5,DOS,N/A,N/A
Apple MacBook Pro MJLQ2HN/A,https://www.gadgets360.com/apple-macbook-pro-mjlq2hn-a-6263,N/A,15.40-inch,N/A,Core i7,macOS,N/A,N/A
Dell Inspiron 13 5378,https://www.gadgets360.com/dell-inspiron-13-5378-6262,"₹ 53,990",13.30-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Dell Inspiron 15 5578,https://www.gadgets360.com/dell-inspiron-15-5578-6261,"₹ 84,153",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
iBall Slide Penbook,https://www.gadgets360.com/iball-slide-penbook-6260,N/A,10.10-inch,N/A,Atom Quad Core,Windows 10,No,N/A
iBall CompBook PREMIO-V2.0,https://www.gadgets360.com/iball-compbook-premio-v2-0-6259,N/A,14.00-inch,1366x768 pixels,Pentium Dual Core,Windows 10,N/A,N/A
HP Envy x360,https://www.gadgets360.com/hp-envy-x360-6258,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Lenovo ThinkPad T570,https://www.gadgets360.com/lenovo-thinkpad-t570-6257,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10 Professional,N/A,N/A
iBall CompBook Marvel 6,https://www.gadgets360.com/iball-compbook-marvel-6-6256,N/A,14.00-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
iBall CompBook Excelance OHD,https://www.gadgets360.com/iball-compbook-excelance-ohd-6255,N/A,11.60-inch,1366x768 pixels,APU Quad Core,Windows 10,N/A,N/A
HP 15Q-BU100TU,https://www.gadgets360.com/hp-15q-bu100tu-6254,N/A,15.60-inch,1366x768 pixels,Core i5,Windows 10 Home,N/A,N/A
Dell Latitude E6430,https://www.gadgets360.com/dell-latitude-e6430-6253,"₹ 19,800",14.00-inch,1366x768 pixels,Core i5,Windows 7,No,N/A
Asus ROG Strix GL503VD-GZ240T,https://www.gadgets360.com/asus-rog-strix-gl503vd-gz240t-6252,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Dell Inspiron 7570,https://www.gadgets360.com/dell-inspiron-7570-6251,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
HP Pavilion 15-CK069TX,https://www.gadgets360.com/hp-pavilion-15-ck069tx-6250,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Dell Vostro 5568,https://www.gadgets360.com/dell-vostro-5568-6249,N/A,15.40-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus VivoBook E12 E203NAH-FD049T,https://www.gadgets360.com/asus-vivobook-e12-e203nah-fd049t-6248,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10,N/A,N/A
Samsung ChromeBook 3,https://www.gadgets360.com/samsung-chromebook-3-6247,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,16GB,N/A
Dell Inspiron I5578-2451GRY,https://www.gadgets360.com/dell-inspiron-i5578-2451gry-6246,"₹ 81,990",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 15Q-BY003AU,https://www.gadgets360.com/hp-15q-by003au-6244,N/A,15.60-inch,1366x768 pixels,APU Dual Core A6,Windows 10 Home,N/A,N/A
Dell Inspiron 5000 5379,https://www.gadgets360.com/dell-inspiron-5000-5379-6243,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
HP 15Q-BY004AU,https://www.gadgets360.com/hp-15q-by004au-6242,N/A,15.60-inch,1366x768 pixels,APU Dual Core A6,DOS,N/A,N/A
HP 15-BW523AU,https://www.gadgets360.com/hp-15-bw523au-6241,N/A,15.60-inch,1366x768 pixels,APU Dual Core A9,Windows 10 Home,N/A,N/A
HP 348 G3-1AA08PA,https://www.gadgets360.com/hp-348-g3-1aa08pa-6240,"₹ 32,490",14.00-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
Toshiba Tecra A50-01R01S,https://www.gadgets360.com/toshiba-tecra-a50-01r01s-6239,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A
Dell Inspiron T8TJG,https://www.gadgets360.com/dell-inspiron-t8tjg-6238,"₹ 70,804",15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Asus ROG Strix GL503VM-FY166T,https://www.gadgets360.com/asus-rog-strix-gl503vm-fy166t-6237,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Acer Aspire A515-54PF,https://www.gadgets360.com/acer-aspire-a515-54pf-6236,N/A,15.60-inch,1366x768 pixels,Core i5,DOS,N/A,N/A
Asus A541UJ-DM069,https://www.gadgets360.com/asus-a541uj-dm069-6235,N/A,15.60-inch,1920x1080 pixels,Core i3,DOS,N/A,N/A
Asus X541UA-DM846T,https://www.gadgets360.com/asus-x541ua-dm846t-6234,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,N/A,N/A
Dell XPS 15,https://www.gadgets360.com/dell-xps-15-6233,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Professional,N/A,N/A
Acer Spin SP111-31,https://www.gadgets360.com/acer-spin-sp111-31-6232,N/A,15.60-inch,N/A,Pentium Dual Core,Windows 10 Home,N/A,N/A
LG Gram 14Z970-G,https://www.gadgets360.com/lg-gram-14z970-g-6231,"₹ 66,995",14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus ROG GL702ZC-GC216T,https://www.gadgets360.com/asus-rog-gl702zc-gc216t-6229,N/A,17.30-inch,1920x1080 pixels,APU Quad Core,Windows 10 Home,N/A,N/A
Asus ZenBook UX305UA-FB004T,https://www.gadgets360.com/asus-zenbook-ux305ua-fb004t-6228,N/A,13.30-inch,3200x1800 pixels,Core i7,Windows 10,N/A,N/A
Lenovo Miix 720,https://www.gadgets360.com/lenovo-miix-720-6227,N/A,12.00-inch,2880x1920 pixels,Core i7,Windows 10,N/A,N/A
HP 245 G5-1EK00PA,https://www.gadgets360.com/hp-245-g5-1ek00pa-6226,"₹ 21,440",14.00-inch,1366x768 pixels,APU Quad Core A6,DOS,N/A,N/A
Dell Latitude 5270,https://www.gadgets360.com/dell-latitude-5270-6225,"₹ 81,600",12.50-inch,1366x768 pixels,Core i5,Windows 10,No,N/A
Asus FX503VD-DM111T,https://www.gadgets360.com/asus-fx503vd-dm111t-6224,N/A,15.60-inch,N/A,Core i7,Windows 10,N/A,N/A
Lenovo ThinkPad T450,https://www.gadgets360.com/lenovo-thinkpad-t450-6223,N/A,14.00-inch,N/A,Core i5,Windows 7,No,N/A
Asus G751JL,https://www.gadgets360.com/asus-g751jl-6222,"₹ 141,335",17.00-inch,1920x1080 pixels,Core i7,Windows 10,No,N/A
Acer Switch SW110-1CT,https://www.gadgets360.com/acer-switch-sw110-1ct-6221,N/A,10.10-inch,1280x800 pixels,Atom Quad Core,Windows 10,N/A,N/A
HP 14Q-BU100TU,https://www.gadgets360.com/hp-14q-bu100tu-6220,N/A,14.00-inch,N/A,Core i5,Windows 10 Home,N/A,N/A
Asus ZenBook UX430UN-GV069T,https://www.gadgets360.com/asus-zenbook-ux430un-gv069t-6219,N/A,14.00-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus R542BP-GQ058T,https://www.gadgets360.com/asus-r542bp-gq058t-6218,N/A,15.60-inch,1366x768 pixels,APU Dual Core A9,Windows 10 Home,N/A,N/A
Asus Transformer TP550LD-CJ005H,https://www.gadgets360.com/asus-transformer-tp550ld-cj005h-6217,"₹ 45,950",N/A,N/A,Core i3,Windows 8.1,No,N/A
HP Pavilion X360 15-BK001TX,https://www.gadgets360.com/hp-pavilion-x360-15-bk001tx-6216,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10 Home,N/A,N/A
Asus VivoBook X510UA-EJ770T,https://www.gadgets360.com/asus-vivobook-x510ua-ej770t-6215,N/A,15.60-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
HP Pavilion x360 14-BA123TU,https://www.gadgets360.com/hp-pavilion-x360-14-ba123tu-6214,"₹ 65,990",14.00-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
HP 14Q-BU006TU,https://www.gadgets360.com/hp-14q-bu006tu-6213,N/A,14.00-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
Asus E203NAH-FD049T,https://www.gadgets360.com/asus-e203nah-fd049t-6212,"₹ 18,999",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
HP Pavilion X360 14-BA077TU,https://www.gadgets360.com/hp-pavilion-x360-14-ba077tu-6211,"₹ 47,490",14.00-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
Asus E203NAH-FD057T,https://www.gadgets360.com/asus-e203nah-fd057t-6210,"₹ 19,990",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
Asus X X510UA-EJ796T,https://www.gadgets360.com/asus-x-x510ua-ej796t-6209,"₹ 31,990",15.60-inch,1920x1080 pixels,Core i3,Windows 10 Home,N/A,N/A
Acer Swift 3 SF315-51G,https://www.gadgets360.com/acer-swift-3-sf315-51g-6208,N/A,15.60-inch,1920x1080 pixels,Core i5,Linux,N/A,N/A
RDP ThinBook 1430-ECL,https://www.gadgets360.com/rdp-thinbook-1430-ecl-6207,"₹ 13,999",14.00-inch,1366x768 pixels,Atom Quad Core,Linux,N/A,N/A
Asus L402WA-EH21,https://www.gadgets360.com/asus-l402wa-eh21-6206,N/A,14.00-inch,1366x768 pixels,APU Quad Core E2,Windows 10,N/A,N/A
Acer Spin SP111-31-P6AP,https://www.gadgets360.com/acer-spin-sp111-31-p6ap-6205,N/A,11.60-inch,1920x1080 pixels,Pentium Dual Core,Windows 10,N/A,N/A
Asus ROG Strix GL503VD-FY254T,https://www.gadgets360.com/asus-rog-strix-gl503vd-fy254t-6204,N/A,15.60-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
HP 15-BE010TU,https://www.gadgets360.com/hp-15-be010tu-6203,N/A,15.60-inch,1366x768 pixels,Pentium Dual Core,DOS,N/A,N/A
HP 15G-BR106TX,https://www.gadgets360.com/hp-15g-br106tx-6202,N/A,15.60-inch,1920x1080 pixels,Core i5,Windows 10,N/A,N/A
Acer S1003P-13TN,https://www.gadgets360.com/acer-s1003p-13tn-6201,N/A,10.10-inch,1280x800 pixels,Atom Quad Core,Windows 10,N/A,N/A
HP 11-1101US,https://www.gadgets360.com/hp-11-1101us-6200,N/A,11.60-inch,1366x768 pixels,Celeron Dual Core,Chrome OS,N/A,N/A
Dell Inspiron 15 Pro,https://www.gadgets360.com/dell-inspiron-15-pro-6199,"₹ 49,836",15.60-inch,1920x1080 pixels,Core i7,Windows 10,N/A,N/A
Asus ZenBook UX330-UX330UA-FB088T,https://www.gadgets360.com/asus-zenbook-ux330-ux330ua-fb088t-6198,N/A,13.30-inch,3200x1800 pixels,Core i7,Windows 10,N/A,N/A
Dell Vostro,https://www.gadgets360.com/dell-vostro-6197,N/A,15.50-inch,1366x768 pixels,Core i5,Windows 10,N/A,N/A
Asus ROG Strix GL503VM-ED111T,https://www.gadgets360.com/asus-rog-strix-gl503vm-ed111t-6196,N/A,15.50-inch,1920x1080 pixels,Core i7,Windows 10 Home,N/A,N/A
Microsoft Surface Book WZ3-00001,https://www.gadgets360.com/microsoft-surface-book-wz3-00001-6195,"₹ 127,112",13.30-inch,3000x2000 pixels,Core i5,Windows 10,N/A,N/A
Dell Latitude XN8KF-3YPSP,https://www.gadgets360.com/dell-latitude-xn8kf-3ypsp-6194,N/A,15.60-inch,1366x768 pixels,Core i3,Windows 10,No,N/A
Apple MacBook MLHF2HN/A,https://www.gadgets360.com/apple-macbook-mlhf2hn-a-6193,N/A,12.00-inch,N/A,Core m5,macOS,No,0.90 kg
Acer Aspire E E5-573-36RP,https://www.gadgets360.com/acer-aspire-e-e5-573-36rp-6192,N/A,15.60-inch,N/A,Core i3,Windows 10 Home,No,N/A
HP 14-BS701TU,https://www.gadgets360.com/hp-14-bs701tu-6191,N/A,14.00-inch,1366x768 pixels,Core i3,Windows 10 Home,N/A,N/A
HP 14-BS584TU,https://www.gadgets360.com/hp-14-bs584tu-6190,"₹ 36,990",14.00-inch,1920x1080 pixels,Core i3,Windows 10,N/A,N/A
Dell Vostro 3000 3568,https://www.gadgets360.com/dell-vostro-3000-3568-6189,N/A,15.60-inch,1366x768 pixels,Core i3,Linux,N/A,N/A
Asus E203NAH-FD054T,https://www.gadgets360.com/asus-e203nah-fd054t-6188,"₹ 19,990",11.60-inch,1366x768 pixels,Celeron Dual Core,Windows 10 Home,N/A,N/A
HP 250 G5-1AS40PA,https://www.gadgets360.com/hp-250-g5-1as40pa-6187,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,No,N/A
HP 245 G6,https://www.gadgets360.com/hp-245-g6-6186,N/A,14.00-inch,N/A,APU Dual Core A9,DOS,No,2.59 kg
HP 245 G5-2EB92PA,https://www.gadgets360.com/hp-245-g5-2eb92pa-6185,N/A,14.00-inch,1366x768 pixels,APU Dual Core A4,Windows 10,N/A,N/A
HP 250-G6 2RC08PA,https://www.gadgets360.com/hp-250-g6-2rc08pa-6184,N/A,15.60-inch,1366x768 pixels,Core i3,DOS,N/A,N/A
